"region"|"word"|"score"
"Africa"|"perfumy"|"2.89"
"Africa"|"thinnish"|"2.89"
"Africa"|"reassert"|"2.89"
"Africa"|"forceful"|"2.89"
"Africa"|"mingle"|"2.89"
"Africa"|"described"|"2.89"
"Africa"|"amazingly"|"2.89"
"Africa"|"gardenia"|"2.89"
"CentralAmerica_Mexico"|"outlast"|"2.83"
"CentralAmerica_Mexico"|"intriguing"|"2.8"
"CentralAmerica_Mexico"|"wisteria"|"2.8"
"Africa"|"smoothes"|"2.71"
"Africa"|"revealing"|"2.68"
"Africa"|"slow"|"2.68"
"Africa"|"strong"|"2.68"
"Africa"|"specific"|"2.68"
"Africa"|"takes"|"2.68"
"Africa"|"pistachio"|"2.68"
"Africa"|"saffron"|"2.68"
"Africa"|"score"|"2.68"
"CentralAmerica_Mexico"|"include"|"2.63"
"CentralAmerica_Mexico"|"sensory"|"2.63"
"CentralAmerica_Mexico"|"apparent"|"2.63"
"CentralAmerica_Mexico"|"purity"|"2.63"
"CentralAmerica_Mexico"|"reflect"|"2.63"
"CentralAmerica_Mexico"|"things"|"2.63"
"CentralAmerica_Mexico"|"return"|"2.63"
"CentralAmerica_Mexico"|"hard"|"2.63"
"CentralAmerica_Mexico"|"impeccably"|"2.63"
"CentralAmerica_Mexico"|"reader"|"2.63"
"CentralAmerica_Mexico"|"say"|"2.63"
"CentralAmerica_Mexico"|"enthusiasm"|"2.63"
"CentralAmerica_Mexico"|"bay"|"2.63"
"CentralAmerica_Mexico"|"enlivens"|"2.63"
"CentralAmerica_Mexico"|"drinkers"|"2.63"
"Africa"|"drop"|"2.49"
"Africa"|"maple"|"2.49"
"Africa"|"enjoyed"|"2.49"
"Africa"|"symphonic"|"2.49"
"Africa"|"crisper"|"2.49"
"Africa"|"cherries"|"2.49"
"Africa"|"decisive"|"2.49"
"CentralAmerica_Mexico"|"discreetly"|"2.49"
"CentralAmerica_Mexico"|"dessert"|"2.49"
"CentralAmerica_Mexico"|"array"|"2.49"
"CentralAmerica_Mexico"|"dries"|"2.49"
"CentralAmerica_Mexico"|"implicit"|"2.49"
"CentralAmerica_Mexico"|"surfaced"|"2.49"
"CentralAmerica_Mexico"|"praised"|"2.49"
"CentralAmerica_Mexico"|"harmonious"|"2.49"
"CentralAmerica_Mexico"|"undertone"|"2.49"
"CentralAmerica_Mexico"|"cited"|"2.49"
"CentralAmerica_Mexico"|"hearty"|"2.49"
"CentralAmerica_Mexico"|"footed"|"2.49"
"CentralAmerica_Mexico"|"basket"|"2.49"
"CentralAmerica_Mexico"|"stewed"|"2.49"
"CentralAmerica_Mexico"|"shows"|"2.49"
"CentralAmerica_Mexico"|"american"|"2.49"
"CentralAmerica_Mexico"|"performance"|"2.49"
"CentralAmerica_Mexico"|"honeycomb"|"2.49"
"CentralAmerica_Mexico"|"expectation"|"2.49"
"CentralAmerica_Mexico"|"intoxicating"|"2.49"
"CentralAmerica_Mexico"|"distinguish"|"2.49"
"CentralAmerica_Mexico"|"sensitive"|"2.49"
"CentralAmerica_Mexico"|"fleeting"|"2.49"
"CentralAmerica_Mexico"|"tangelo"|"2.49"
"CentralAmerica_Mexico"|"present"|"2.49"
"CentralAmerica_Mexico"|"resolved"|"2.49"
"CentralAmerica_Mexico"|"defies"|"2.49"
"CentralAmerica_Mexico"|"hand"|"2.49"
"CentralAmerica_Mexico"|"usual"|"2.49"
"CentralAmerica_Mexico"|"old"|"2.49"
"CentralAmerica_Mexico"|"orchid"|"2.49"
"CentralAmerica_Mexico"|"pea"|"2.49"
"CentralAmerica_Mexico"|"astounding"|"2.49"
"CentralAmerica_Mexico"|"central"|"2.49"
"CentralAmerica_Mexico"|"haunt"|"2.49"
"CentralAmerica_Mexico"|"highlighted"|"2.49"
"CentralAmerica_Mexico"|"regal"|"2.49"
"CentralAmerica_Mexico"|"luscious"|"2.49"
"CentralAmerica_Mexico"|"lucid"|"2.49"
"Africa"|"wild"|"2.32"
"CentralAmerica_Mexico"|"contributes"|"2.31"
"CentralAmerica_Mexico"|"open"|"2.31"
"CentralAmerica_Mexico"|"deceptively"|"2.31"
"CentralAmerica_Mexico"|"theme"|"2.31"
"CentralAmerica_Mexico"|"preserve"|"2.31"
"CentralAmerica_Mexico"|"startling"|"2.31"
"CentralAmerica_Mexico"|"drink"|"2.31"
"CentralAmerica_Mexico"|"cacoa"|"2.31"
"CentralAmerica_Mexico"|"classically"|"2.14"
"CentralAmerica_Mexico"|"soaring"|"2.14"
"CentralAmerica_Mexico"|"distant"|"2.14"
"CentralAmerica_Mexico"|"does"|"2.14"
"CentralAmerica_Mexico"|"moves"|"2.14"
"Africa"|"paradoxical"|"2.03"
"Africa"|"yirgacheffe"|"2.03"
"Africa"|"taken"|"2.03"
"Africa"|"toffee"|"2.03"
"Africa"|"stated"|"2.03"
"Africa"|"lighten"|"2.03"
"Africa"|"orchard"|"2.03"
"Africa"|"lost"|"2.03"
"Africa"|"displayed"|"2.03"
"Africa"|"interesting"|"2.03"
"Africa"|"simplified"|"2.03"
"Africa"|"clover"|"2.03"
"Africa"|"freesia"|"2.03"
"Africa"|"ginger"|"2.03"
"Africa"|"elegance"|"2.03"
"Africa"|"darkish"|"2.03"
"Africa"|"mace"|"2.03"
"Africa"|"trajectory"|"2.03"
"Africa"|"near"|"2.03"
"Africa"|"dryish"|"2.03"
"Africa"|"showing"|"2.03"
"Africa"|"stretch"|"2.03"
"Africa"|"juicier"|"2.03"
"Africa"|"considerably"|"2.03"
"Africa"|"tarter"|"2.03"
"Africa"|"myrrh"|"2.03"
"Africa"|"washed"|"1.93"
"Africa"|"amid"|"1.93"
"Africa"|"avalanche"|"1.93"
"Africa"|"manages"|"1.93"
"Africa"|"blueberries"|"1.93"
"Africa"|"mediterranean"|"1.93"
"Africa"|"appears"|"1.93"
"Africa"|"silkily"|"1.93"
"Africa"|"finally"|"1.93"
"Africa"|"account"|"1.93"
"Africa"|"recovers"|"1.93"
"Africa"|"parallel"|"1.93"
"Africa"|"stability"|"1.93"
"Africa"|"cold"|"1.93"
"Africa"|"bottled"|"1.93"
"Africa"|"multidimensional"|"1.93"
"Africa"|"walnutty"|"1.93"
"Africa"|"smoothness"|"1.93"
"Africa"|"aftertaste"|"1.93"
"Africa"|"amaretto"|"1.93"
"Africa"|"perfume"|"1.93"
"Africa"|"rated"|"1.93"
"Africa"|"free"|"1.93"
"Africa"|"unmistakable"|"1.93"
"Africa"|"exuberant"|"1.93"
"Africa"|"mildew"|"1.93"
"Africa"|"seductive"|"1.93"
"Africa"|"elm"|"1.93"
"Africa"|"halvah"|"1.93"
"Africa"|"emerging"|"1.93"
"Africa"|"famous"|"1.93"
"Africa"|"chutney"|"1.93"
"Africa"|"including"|"1.93"
"Africa"|"yes"|"1.93"
"Africa"|"addition"|"1.93"
"Africa"|"breathtakingly"|"1.93"
"Africa"|"blackberries"|"1.93"
"Africa"|"frankincense"|"1.93"
"Africa"|"lower"|"1.93"
"Africa"|"fatten"|"1.93"
"Africa"|"cilantro"|"1.93"
"Africa"|"arresting"|"1.93"
"Africa"|"spectacular"|"1.93"
"Africa"|"characterized"|"1.93"
"Africa"|"loss"|"1.93"
"Africa"|"contributing"|"1.93"
"Africa"|"voluptuousness"|"1.93"
"Africa"|"bold"|"1.93"
"Africa"|"true"|"1.93"
"Africa"|"scored"|"1.93"
"Africa"|"allowing"|"1.93"
"Africa"|"calls"|"1.93"
"Africa"|"describes"|"1.79"
"Africa"|"fruitiness"|"1.66"
"Africa"|"better"|"1.66"
"Africa"|"winy"|"1.66"
